y/delta,y+,u'u',w'w',v'v',u'w',u'v',w'v',k,u+,dU/dy,v+,P
1.273816228839574e-01,1.274467946902459e+02,3.707348669317041e+00,1.146316495218534e+00,1.766751353635608e+00,-8.535000511007679e-01,1.423632800862928e-03,4.466941387059972e-04,3.310208259085591e+00,1.704114782150644e+01,1.936094023836724e-02,-3.936096083790023e-03,-1.146316495218535e+00
1.304358437193842e-01,1.305025781458070e+02,3.687918200991175e+00,1.143717169711744e+00,1.754974712540643e+00,-8.508175899465230e-01,1.556143686985927e-03,4.204833016718124e-04,3.293305041621781e+00,1.709973586328210e+01,1.898742203531546e-02,-4.019527565190501e-03,-1.143717169711745e+00
1.335237170459227e-01,1.335920313099839e+02,3.668673401156039e+00,1.141018982205033e+00,1.743366386627081e+00,-8.480827451124404e-01,1.659065050754609e-03,3.868015874579432e-04,3.276529384994076e+00,1.715783354073869e+01,1.862551392152100e-02,-4.109965108248872e-03,-1.141018982205035e+00
1.366451233616027e-01,1.367150346196663e+02,3.649579564787934e+00,1.138234286632776e+00,1.731904684195507e+00,-8.452925124213849e-01,1.752402353096990e-03,3.485361244792161e-04,3.259859267808109e+00,1.721545043146255e+01,1.827543182513064e-02,-4.199622465160551e-03,-1.138234286632777e+00
1.397999418667141e-01,1.398714672133395e+02,3.630605854613910e+00,1.135371393525448e+00,1.720571614588357e+00,-8.424506965387849e-01,1.855545132215311e-03,3.106926828824586e-04,3.243274431363858e+00,1.727259634526432e+01,1.793595668814809e-02,-4.274830200432598e-03,-1.135371393525449e+00
1.429880504684807e-01,1.430612069357617e+02,3.611758183235374e+00,1.132434050293254e+00,1.709342998428370e+00,-8.395633960746979e-01,1.953352226887820e-03,2.824130796557737e-04,3.226767615978499e+00,1.732927784608503e+01,1.760616809358238e-02,-4.321334422741441e-03,-1.132434050293256e+00
1.462093257857862e-01,1.462841303426913e+02,3.593058841030039e+00,1.129424821112899e+00,1.698191555868390e+00,-8.366320237046198e-01,2.007505311725861e-03,2.721934751273271e-04,3.210337609005664e+00,1.738550250673251e+01,1.728655265056959e-02,-4.330587297736341e-03,-1.129424821112900e+00
1.494636431539486e-01,1.495401127056647e+02,3.574512616964475e+00,1.126346356643597e+00,1.687110061411052e+00,-8.336567420996680e-01,1.994490045135955e-03,2.804349936225135e-04,3.193984517509562e+00,1.744127967777602e+01,1.697698025700470e-02,-4.304729554961717e-03,-1.126346356643599e+00
1.527508766295448e-01,1.528290280168228e+02,3.556092623808961e+00,1.123200949693889e+00,1.676129466598759e+00,-8.306352266695555e-01,1.927282253390349e-03,2.998714715805901e-04,3.177711520050805e+00,1.749661949319373e+01,1.667752095164678e-02,-4.255283545988650e-03,-1.123200949693890e+00
1.560708989952853e-01,1.561507489937883e+02,3.537761726751353e+00,1.119992787500378e+00,1.665283927216558e+00,-8.275631551364601e-01,1.851651299559898e-03,3.204960057409040e-04,3.161519220734144e+00,1.755153228259129e+01,1.638706122457896e-02,-4.196816810830006e-03,-1.119992787500379e+00
1.594235817649364e-01,1.595051470845907e+02,3.519514153724786e+00,1.116725676136738e+00,1.654576803517260e+00,-8.244409162981103e-01,1.801871068341904e-03,3.354451131890257e-04,3.145408316689392e+00,1.760602177112870e+01,1.610264219255965e-02,-4.140447417364356e-03,-1.116725676136740e+00
1.628087951882938e-01,1.628920924726419e+02,3.501368066485048e+00,1.113401375750194e+00,1.643982216976174e+00,-8.212736414029317e-01,1.783284216790872e-03,3.448922755821021e-04,3.129375829605708e+00,1.766008629836344e+01,1.582421040069168e-02,-4.092941094499228e-03,-1.113401375750195e+00
1.662264082562032e-01,1.663114540817598e+02,3.483322605976614e+00,1.110020226152661e+00,1.633477950812460e+00,-8.180650622391019e-01,1.784270717781401e-03,3.542998683733693e-04,3.113410391470868e+00,1.771372837545326e+01,1.555285502580039e-02,-4.056064887014608e-03,-1.110020226152662e+00
1.696762887056308e-01,1.697630995812416e+02,3.465355419233683e+00,1.106582833544617e+00,1.623070242544293e+00,-8.148222665576569e-01,1.800423395689138e-03,3.631794709385810e-04,3.097504247661296e+00,1.776695217629911e+01,1.528843388097988e-02,-4.026810905232912e-03,-1.106582833544618e+00
1.731583030247817e-01,1.732468953909841e+02,3.447418411459699e+00,1.103091718811375e+00,1.612761197209875e+00,-8.115488058128878e-01,1.841281715105203e-03,3.662629399260469e-04,3.081635663740474e+00,1.781976380922319e+01,1.503173131148492e-02,-3.998505155105821e-03,-1.103091718811376e+00
1.766723164582674e-01,1.767627066866542e+02,3.429462747538482e+00,1.099548850596299e+00,1.602541527712096e+00,-8.082447554196223e-01,1.913589175268939e-03,3.583346277227582e-04,3.065776562923439e+00,1.787217188436498e+01,1.478266453105778e-02,-3.965855242115456e-03,-1.099548850596300e+00
1.802181930123201e-01,1.803103974049064e+02,3.411443222058408e+00,1.095955864929154e+00,1.592427361821590e+00,-8.049079165868419e-01,2.002788028308081e-03,3.348053417787113e-04,3.049913224404575e+00,1.792418504923929e+01,1.454132257918705e-02,-3.932832857698100e-03,-1.095955864929154e+00
1.837957954600563e-01,1.838898302486481e+02,3.393334633437846e+00,1.092317115462203e+00,1.582441468847485e+00,-8.015356474317575e-01,2.080879934054516e-03,2.941853731232267e-04,3.034046608873767e+00,1.797581444761282e+01,1.430819528641094e-02,-3.909107410978160e-03,-1.092317115462205e+00
1.874049853467872e-01,1.875008666923534e+02,3.375139352444626e+00,1.088639045952226e+00,1.572580910350448e+00,-7.981306131997588e-01,2.120832112318935e-03,2.401706153398974e-04,3.018179654373650e+00,1.802707298872673e+01,1.408354643765426e-02,-3.900811343919028e-03,-1.088639045952226e+00
1.910456229953772e-01,1.911433669874244e+02,3.356848561933472e+00,1.084926038091017e+00,1.562823162919830e+00,-7.946967916907354e-01,2.110801333106220e-03,1.809730227065015e-04,3.002298881472160e+00,1.807797639306688e+01,1.386795959394875e-02,-3.908518730511219e-03,-1.084926038091018e+00
1.947175675116495e-01,1.948171901675989e+02,3.338459334591989e+00,1.081179250119741e+00,1.553137092132357e+00,-7.912338486083837e-01,2.063475085650746e-03,1.239202719115053e-04,2.986387838422043e+00,1.812854081994668e+01,1.366032622391961e-02,-3.930485642945975e-03,-1.081179250119742e+00
1.984206767898382e-01,1.985221940544060e+02,3.319964613477985e+00,1.077398374058206e+00,1.543516216869892e+00,-7.877387895295302e-01,1.995307603640707e-03,7.621227354724376e-05,2.970439602203041e+00,1.817877591937771e+01,1.345809054032875e-02,-3.962826098482031e-03,-1.077398374058208e+00
2.021548075180888e-01,2.022582352626691e+02,3.301350922245759e+00,1.073581618350271e+00,1.533968753844067e+00,-7.842101158944290e-01,1.915803847219272e-03,4.469956435448631e-05,2.954450647220048e+00,1.822868333189631e+01,1.325946966526655e-02,-3.999918189458356e-03,-1.073581618350272e+00
2.059198151840036e-01,2.060251692060541e+02,3.282644630512184e+00,1.069725496589329e+00,1.524512268521907e+00,-7.806486130472462e-01,1.845776384372181e-03,3.388526370846994e-05,2.938441197811710e+00,1.827826169726986e+01,1.306433908746413e-02,-4.036405952320842e-03,-1.069725496589330e+00
2.097155540802345e-01,2.098228501026651e+02,3.263872310166475e+00,1.065826216094375e+00,1.515159174828657e+00,-7.770572298437478e-01,1.798099749664989e-03,4.134195718049526e-05,2.922428850544754e+00,1.832751033411910e+01,1.287250109547100e-02,-4.070414947937378e-03,-1.065826216094376e+00
2.135418773101226e-01,2.136511309806872e+02,3.245033388771479e+00,1.061878746345941e+00,1.505902717919621e+00,-7.734402470885540e-01,1.745554093119629e-03,6.056303031842479e-05,2.906407426518521e+00,1.837642429198637e+01,1.268171152870021e-02,-4.103828611031538e-03,-1.061878746345942e+00
2.173986367933823e-01,2.175098636840728e+02,3.226108179565928e+00,1.057879583081091e+00,1.496730685792048e+00,-7.697969770567178e-01,1.651960290215172e-03,8.729675526068768e-05,2.890359224219533e+00,1.842499044447031e+01,1.249069184484610e-02,-4.142029098268099e-03,-1.057879583081092e+00
2.212856832718328e-01,2.213988988782768e+02,3.207087128202246e+00,1.053829042591317e+00,1.487617612724231e+00,-7.661213327858535e-01,1.501120352268583e-03,1.228337358801057e-04,2.874266891758896e+00,1.847319815731080e+01,1.230174334066633e-02,-4.192295053291158e-03,-1.053829042591317e+00
2.252028663151737e-01,2.253180860560345e+02,3.187985637829762e+00,1.049727222376261e+00,1.478539843266010e+00,-7.624114802520668e-01,1.321271719946166e-03,1.620876829992629e-04,2.858126351736016e+00,1.852104647574620e+01,1.211659012269297e-02,-4.263540710414967e-03,-1.049727222376262e+00
2.291500343268075e-01,2.292672735431877e+02,3.168802692400211e+00,1.045571832782519e+00,1.469504778829050e+00,-7.586703595350928e-01,1.166870117474106e-03,1.960021006855132e-04,2.841939652005890e+00,1.856853721263204e+01,1.193518596059812e-02,-4.363969282277120e-03,-1.045571832782520e+00
2.331270345497056e-01,2.332463085045534e+02,3.149509788715410e+00,1.041361721935892e+00,1.460543933290067e+00,-7.548960930979154e-01,1.057085997399284e-03,2.223240644834983e-04,2.825707721970685e+00,1.861567368553297e+01,1.175829957974218e-02,-4.494667702294591e-03,-1.041361721935893e+00
2.371337130723211e-01,2.372550369498392e+02,3.130119713552508e+00,1.037098889435075e+00,1.451685368209979e+00,-7.510804860048548e-01,9.714330964437641e-04,2.401994226518570e-04,2.809451985598781e+00,1.866246356498560e+01,1.158686068836122e-02,-4.649055982631984e-03,-1.037098889435075e+00
2.411699148345444e-01,2.412933037396029e+02,3.110679194948620e+00,1.032787369654304e+00,1.442911849216342e+00,-7.472147012003147e-01,8.747810196727045e-04,2.470849000418267e-04,2.793189206909633e+00,1.870891747575975e+01,1.142113155881763e-02,-4.815384810121501e-03,-1.032787369654304e+00
2.452354836337044e-01,2.453609525912558e+02,3.091212551864676e+00,1.028433440598254e+00,1.434174524308075e+00,-7.432994385999260e-01,7.496104698057874e-04,2.431038620492533e-04,2.776910258385502e+00,1.875504590039034e+01,1.126037817268372e-02,-4.981174287874165e-03,-1.028433440598255e+00
2.493302621306134e-01,2.494578260851113e+02,3.071733742657980e+00,1.024044944323820e+00,1.425440606519898e+00,-7.393484825451151e-01,6.198655716489406e-04,2.314289551173086e-04,2.760609646750849e+00,1.880085398524058e+01,1.110261232604614e-02,-5.133215061873213e-03,-1.024044944323822e+00
2.534540918556565e-01,2.535837656704775e+02,3.052262828241875e+00,1.019630302482006e+00,1.416706521429431e+00,-7.353766709447961e-01,5.228915619365154e-04,2.144811270896176e-04,2.744299826076656e+00,1.884634054098931e+01,1.094712486151990e-02,-5.260033812136373e-03,-1.019630302482007e+00
2.576068132149244e-01,2.577386116717925e+02,3.032791197369852e+00,1.015194163918486e+00,1.407980911162291e+00,-7.313869940521518e-01,4.625002366864571e-04,1.949156123964669e-04,2.727983136225315e+00,1.889150726881497e+01,1.079549224660286e-02,-5.354921053158253e-03,-1.015194163918486e+00
2.617882654963896e-01,2.619222032948041e+02,3.013292730322897e+00,1.010735944499626e+00,1.399270179664835e+00,-7.273741149810656e-01,4.212330230382891e-04,1.704066591709073e-04,2.711649427243679e+00,1.893636014845406e+01,1.064735053209375e-02,-5.419829593799811e-03,-1.010735944499627e+00
2.659982868761259e-01,2.661343786327930e+02,2.993729843797781e+00,1.006252106544629e+00,1.390588686952023e+00,-7.233325308811795e-01,3.992941766160104e-04,1.416485366825478e-04,2.695285318647216e+00,1.898089965761794e+01,1.050116177309834e-02,-5.466216991999153e-03,-1.006252106544630e+00
2.702367144245715e-01,2.703749746728381e+02,2.974052308460501e+00,1.001737949610994e+00,1.381929024258547e+00,-7.192531308146273e-01,4.195493405884019e-04,1.125622845017869e-04,2.678859641165021e+00,1.902512635862251e+01,1.035854163811233e-02,-5.504956435566574e-03,-1.001737949610995e+00
2.745033841128339e-01,2.746438273021254e+02,2.954249826094688e+00,9.971900278141186e-01,1.373250652992035e+00,-7.151284538286520e-01,4.934465181128043e-04,9.206028278079354e-05,2.662345253450421e+00,1.906905049648189e+01,1.022151790822499e-02,-5.537717287163277e-03,-9.971900278141191e-01
2.787981308190384e-01,2.789407713142996e+02,2.934331530354540e+00,9.926069510041374e-01,1.364520803476145e+00,-7.109554381381445e-01,6.090885474951818e-04,9.106664276582209e-05,2.645729642417411e+00,1.911268869910874e+01,1.009104614030790e-02,-5.559787859934902e-03,-9.926069510041380e-01
2.831207883347180e-01,2.832656404158570e+02,2.914286008014877e+00,9.879872763968145e-01,1.355744694105665e+00,-7.067318979956274e-01,7.435583241015912e-04,1.142853518127100e-04,2.629008989258678e+00,1.915606029123499e+01,9.966779654164535e-03,-5.572017683244149e-03,-9.879872763968157e-01
2.874711893712457e-01,2.876182672325814e+02,2.894122557252151e+00,9.833296831431685e-01,1.346925330010360e+00,-7.024684139050654e-01,9.055079317872251e-04,1.554735836125544e-04,2.612188785202840e+00,1.919917871258393e+01,9.846439816722400e-03,-5.579605738533808e-03,-9.833296831431692e-01
2.918491655663092e-01,2.919984833160217e+02,2.873876385381985e+00,9.786340213674142e-01,1.338060579721544e+00,-6.981841281557928e-01,1.122230662759825e-03,1.986274725747279e-04,2.595285493235472e+00,1.924204959077194e+01,9.728922365652606e-03,-5.584903386189044e-03,-9.786340213674154e-01
2.962545474904260e-01,2.964061191500110e+02,2.853578844425652e+00,9.738989549156037e-01,1.329180838919251e+00,-6.938923965895232e-01,1.388791954421490e-03,2.280512049437314e-04,2.578329319130253e+00,1.928467679275305e+01,9.614100555082709e-03,-5.586057338488141e-03,-9.738989549156046e-01
3.006871646535006e-01,3.008410041572264e+02,2.833255171091731e+00,9.691226741523126e-01,1.320313625040630e+00,-6.895922981890057e-01,1.675135502245680e-03,2.415093375968711e-04,2.561345735142337e+00,1.932706601535848e+01,9.503078187980254e-03,-5.577492531725577e-03,-9.691226741523133e-01
3.051468455114226e-01,3.053029667057910e+02,2.812937863608308e+00,9.643016612029283e-01,1.311480676236546e+00,-6.852712899275301e-01,1.961816879298488e-03,2.433774462160795e-04,2.544360100523891e+00,1.936922931498280e+01,9.396663199605129e-03,-5.558280894893592e-03,-9.643016612029287e-01
3.096334174727051e-01,3.097918341159157e+02,2.792640964603355e+00,9.594306470623057e-01,1.302700252686074e+00,-6.809197566751184e-01,2.234162870029792e-03,2.381591297335344e-04,2.527385932175868e+00,1.941117543718480e+01,9.292524744075785e-03,-5.532405699828544e-03,-9.594306470623066e-01
3.141467069051650e-01,3.143074326665824e+02,2.772353833622699e+00,9.545097152417112e-01,1.293989255545055e+00,-6.765326863037946e-01,2.509914393362626e-03,2.267898284271382e-04,2.510426402204732e+00,1.945290149869057e+01,9.188318093416631e-03,-5.506701863863169e-03,-9.545097152417119e-01
3.186865391426417e-01,3.188495876022668e+02,2.752075365088365e+00,9.495453754304436e-01,1.285353442290696e+00,-6.721035937833510e-01,2.809029868186522e-03,2.106946689560521e-04,2.493487091404752e+00,1.949439803673978e+01,9.083538574966609e-03,-5.487705524472993e-03,-9.495453754304441e-01
3.232527384917572e-01,3.234181231397014e+02,2.731793706114724e+00,9.445463634291922e-01,1.276763895025792e+00,-6.676270900332747e-01,3.105319444160557e-03,1.905438495797092e-04,2.476551982284854e+00,1.953566019129740e+01,8.980854394170320e-03,-5.478304883431409e-03,-9.445463634291926e-01
3.278451282387153e-01,3.280128624746786e+02,2.711502342847674e+00,9.395188698242042e-01,1.268173929540453e+00,-6.631026617552590e-01,3.359110858962924e-03,1.633429164185172e-04,2.459597571106166e+00,1.957669693097406e+01,8.882332973658508e-03,-5.479116204208048e-03,-9.395188698242053e-01
3.324635306561408e-01,3.326336277888933e+02,2.691227692537879e+00,9.344678384830957e-01,1.259551640387971e+00,-6.585396373995955e-01,3.554344486042687e-03,1.215936458836137e-04,2.442623585704473e+00,1.961751748449396e+01,8.786310241766069e-03,-5.487102039728993e-03,-9.344678384830966e-01
3.371077670099574e-01,3.372802402568240e+02,2.670958435877492e+00,9.293993907382508e-01,1.250881064113501e+00,-6.539474251480250e-01,3.699381230140782e-03,6.390914096960468e-05,2.425619445364622e+00,1.965812265352434e+01,8.691172214008856e-03,-5.495526677300780e-03,-9.293993907382512e-01
3.417776575663045e-01,3.419525200526535e+02,2.650648563939949e+00,9.243165828569160e-01,1.242152095509657e+00,-6.493363654116394e-01,3.804077656806945e-03,-8.612785359147715e-08,2.408558621153261e+00,1.969850841681587e+01,8.596369163821227e-03,-5.496133346170674e-03,-9.243165828569169e-01
3.464730215984939e-01,3.466502863572291e+02,2.630293503903153e+00,9.192159017763013e-01,1.233385786491475e+00,-6.447171088826342e-01,3.879474740299559e-03,-6.537520343084922e-05,2.391447596085465e+00,1.973867059938006e+01,8.502306636291229e-03,-5.487752019884527e-03,-9.192159017763021e-01
3.511936773940029e-01,3.513733573650591e+02,2.609916781799663e+00,9.140905325593266e-01,1.224586946207982e+00,-6.400942470831918e-01,3.930657126114618e-03,-1.291777473956931e-04,2.374297130283486e+00,1.977860718966149e+01,8.409183231698593e-03,-5.474549384623284e-03,-9.140905325593276e-01
3.559394422615072e-01,3.561215502913495e+02,2.589540281417204e+00,9.089359408304526e-01,1.215723663817272e+00,-6.354661759577980e-01,3.947592321295230e-03,-1.886768952071697e-04,2.357099943032464e+00,1.981831604776443e+01,8.317025951772803e-03,-5.458504163510879e-03,-9.089359408304534e-01
3.607101325379513e-01,3.608946813790780e+02,2.569169849170572e+00,9.037501750383514e-01,1.206791821438775e+00,-6.308262862709407e-01,3.920704757421010e-03,-2.423299096791689e-04,2.339855922823849e+00,1.985779897633726e+01,8.227529490983852e-03,-5.439247845256092e-03,-9.037501750383523e-01
3.655055635956559e-01,3.656925659061049e+02,2.548765401908160e+00,8.985307110776893e-01,1.197823527350054e+00,-6.261625782639667e-01,3.836093677386120e-03,-2.854438046658593e-04,2.322559820167952e+00,1.989706753482636e+01,8.142324749478095e-03,-5.416551003493600e-03,-8.985307110776909e-01
3.703255498494633e-01,3.705150181923221e+02,2.528274290440777e+00,8.932736256278082e-01,1.188851059371510e+00,-6.214696372224745e-01,3.699072067654557e-03,-3.129888650221072e-04,2.305199487720048e+00,1.993613294832236e+01,8.059248325119768e-03,-5.393461140125554e-03,-8.932736256278094e-01
3.751699047639196e-01,3.753618516068394e+02,2.507707454458907e+00,8.879759024733060e-01,1.179897081800464e+00,-6.167566638722015e-01,3.550148775580429e-03,-3.245041876315930e-04,2.287790219366339e+00,1.997499230296973e+01,7.975663605870216e-03,-5.375696287864060e-03,-8.879759024733067e-01
3.800384408604939e-01,3.802328785752067e+02,2.487111224506799e+00,8.826371373136410e-01,1.170993432350807e+00,-6.120317254651327e-01,3.434061346235441e-03,-3.246404558562912e-04,2.270370897085624e+00,2.001363822826133e+01,7.892263908575290e-03,-5.366074869213619e-03,-8.826371373136420e-01
3.849309697248332e-01,3.851279105866734e+02,2.466507257630009e+00,8.772606552998701e-01,1.162166661136186e+00,-6.072879742241140e-01,3.361078582877416e-03,-3.130812561547748e-04,2.252967287033032e+00,2.005207041163783e+01,7.810668343360120e-03,-5.359094153695209e-03,-8.772606552998711e-01
3.898473020140548e-01,3.900467582014840e+02,2.445872010127562e+00,8.718515829787886e-01,1.153392431444048e+00,-6.025129718783351e-01,3.331513770965655e-03,-2.896720211366014e-04,2.235558012275199e+00,2.009029143712189e+01,7.729963804317526e-03,-5.346854890121746e-03,-8.718515829787890e-01
3.947872474640737e-01,3.949892310582092e+02,2.425184800255204e+00,8.664105891101618e-01,1.144649861701285e+00,-5.977018871359533e-01,3.339829495787013e-03,-2.561784061899352e-04,2.218122625533325e+00,2.012829525508564e+01,7.648526889492642e-03,-5.329256626004591e-03,-8.664105891101624e-01
3.997506148969654e-01,3.999551378811130e+02,2.404437551130042e+00,8.609343534587524e-01,1.135925465430822e+00,-5.928494322862202e-01,3.367591087182274e-03,-2.135421973539646e-04,2.200648685009808e+00,2.016607764996188e+01,7.568851897532277e-03,-5.312123449634137e-03,-8.609343534587534e-01
4.047372122283656e-01,4.049442864875555e+02,2.383640925865233e+00,8.554184907685886e-01,1.127171825239719e+00,-5.879533164693408e-01,3.414360056663561e-03,-1.636361450105343e-04,2.183115620936770e+00,2.020364854909563e+01,7.492703015594713e-03,-5.297456988267686e-03,-8.554184907685894e-01
4.097468464749029e-01,4.099564837954301e+02,2.362850861090901e+00,8.498583982567285e-01,1.118351970117764e+00,-5.830220327890425e-01,3.482718596429494e-03,-1.123485686551335e-04,2.165530614732696e+00,2.024101563529071e+01,7.417855189422438e-03,-5.284424382246396e-03,-8.498583982567295e-01
4.147793237616680e-01,4.149915358306359e+02,2.342144341018114e+00,8.442513413824007e-01,1.109470266035987e+00,-5.780652107344995e-01,3.569637006829929e-03,-6.512072671426323e-05,2.147932974218251e+00,2.027817736770999e+01,7.343663047623866e-03,-5.275599322919066e-03,-8.442513413824017e-01
4.198344493297166e-01,4.200492477345846e+02,2.321547009274008e+00,8.385998415409297e-01,1.100551871468851e+00,-5.730851806283072e-01,3.655496493469670e-03,-1.981247904886149e-05,2.130349361141894e+00,2.031513676859538e+01,7.272005280937889e-03,-5.272957354791275e-03,-8.385998415409306e-01
4.249120275436065e-01,4.251294237717419e+02,2.301024367124396e+00,8.329094291895482e-01,1.091640761906272e+00,-5.680803518434098e-01,3.713541352637959e-03,2.467799014161681e-05,2.112787279110108e+00,2.035190437124794e+01,7.203411992642955e-03,-5.278524702161022e-03,-8.329094291895486e-01
4.300118618989687e-01,4.302318673372020e+02,2.280539909969908e+00,8.271870502645121e-01,1.082748361425268e+00,-5.630492164419746e-01,3.723984593908593e-03,6.868200230884501e-05,2.095237660829844e+00,2.038848886609656e+01,7.136904908728230e-03,-5.288775973269252e-03,-8.271870502645124e-01
4.351337550301125e-01,4.353563809642966e+02,2.260068524320189e+00,8.214397601365220e-01,1.073826565119546e+00,-5.579927397618121e-01,3.687536789140477e-03,1.089519087036530e-04,2.077667424788128e+00,2.042489490653949e+01,7.072004020702586e-03,-5.293537616555269e-03,-8.214397601365229e-01
4.402775087176636e-01,4.405027663322372e+02,2.239581617515107e+00,8.156713382175629e-01,1.064852041978056e+00,-5.529085939125435e-01,3.620687258815254e-03,1.420915441359134e-04,2.060052498855363e+00,2.046112711626671e+01,7.009045190999137e-03,-5.290637692505945e-03,-8.156713382175638e-01
4.454429238962351e-01,4.456708242737897e+02,2.219035587456830e+00,8.098825563485704e-01,1.055843990451504e+00,-5.477943451607021e-01,3.543713863614939e-03,1.726557561101313e-04,2.042381067128452e+00,2.049719176054607e+01,6.947966123666645e-03,-5.285365021626714e-03,-8.098825563485709e-01
4.506298006621312e-01,4.508603547829823e+02,2.198406573855651e+00,8.040761923319522e-01,1.046824576553290e+00,-5.426495199205388e-01,3.466555122501603e-03,2.074206498796759e-04,2.024653671370447e+00,2.053309082768990e+01,6.887126922022121e-03,-5.280104450058003e-03,-8.040761923319530e-01
4.558379382810842e-01,4.560711570228464e+02,2.177709945054472e+00,7.982574588191383e-01,1.037786992785581e+00,-5.374716113202918e-01,3.381023033972608e-03,2.495797463119483e-04,2.006877198329596e+00,2.056881689165541e+01,6.824969827943467e-03,-5.273950761603223e-03,-7.982574588191390e-01
4.610671351960224e-01,4.613030293331883e+02,2.156981851405766e+00,7.924303346294574e-01,1.028703681467179e+00,-5.322621831297171e-01,3.279119169814181e-03,2.944770894153473e-04,1.989057933751202e+00,2.060435893130804e+01,6.761730681743647e-03,-5.268279208419265e-03,-7.924303346294582e-01
4.663171890348708e-01,4.665557692383943e+02,2.136264156164442e+00,7.865942508361274e-01,1.019545599668366e+00,-5.270300136709121e-01,3.167406074027867e-03,3.294684665447468e-04,1.971202003334468e+00,2.063971022104818e+01,6.698444240837743e-03,-5.273312933056517e-03,-7.865942508361276e-01
4.715878966183829e-01,4.718291734552656e+02,2.115596302569902e+00,7.807438091465394e-01,1.010314290380717e+00,-5.217847159576825e-01,3.043816797342591e-03,3.432520505311477e-04,1.953327201048579e+00,2.067486505474249e+01,6.634136645951588e-03,-5.302318813121885e-03,-7.807438091465403e-01
4.768790539680035e-01,4.771230379008866e+02,2.095008930481817e+00,7.748729047468745e-01,1.001051946342791e+00,-5.16533340464749e-01,2.914494976206587e-03,3.407383491547242e-04,1.935466890785741e+00,2.070981028656569e+01,6.567794354028994e-03,-5.351669143464992e-03,-7.748729047468750e-01
4.821904563137631e-01,4.824371577005220e+02,2.074509579834835e+00,7.689789464669781e-01,9.918050107271373e-01,-5.112751913243346e-01,2.786064832646974e-03,3.323963791049085e-04,1.917646768514475e+00,2.074453312925593e+01,6.500211621355209e-03,-5.406604202154291e-03,-7.689789464669791e-01
4.875218981022029e-01,4.877713271955462e+02,2.054100636320492e+00,7.630642556436437e-01,9.826007354485419e-01,-5.060054069479079e-01,2.642810224597847e-03,3.245565766320658e-04,1.899882813706339e+00,2.077902332637945e+01,6.431490966757439e-03,-5.454163802361583e-03,-7.630642556436444e-01
